text,category_names,cat_1_building,cat_2_network_it,cat_3_academic,cat_4_landscape,cat_5_safety_traffic,cat_6_general_service,cat_7_transportation,cat_8_food_hygiene
รถสองแถวมอ ขับเร็วเฉี่ยวชนสุนัขจรจัดเสียชีวิตบริเวณ ประตู 3 ฝั่งเกษตร เศษซากสัตว์และคราบเลือดขวางถนน อันตรายและส่งกลิ่นเหม็นมาก,"ภูมิทัศน์และความสะอาด, ความปลอดภัยและจราจร, การเดินทางและระบบขนส่ง",0,0,0,1,1,0,1,0
ห้องปฏิบัติการคอมพิวเตอร์ห้อง 2304 ประตู 1 ม.พะเยา ระบบไฟฟ้าขัดข้อง แอร์ดับ และสัญญาณอินเทอร์เน็ต WiFi ใช้งานไม่ได้พร้อมกัน,"อาคารและสิ่งอำนวยความสะดวก, ระบบเครือข่ายและเทคโนโลยี",1,1,0,0,0,0,0,0
รถเมล์ มพ. สาย 2 (สีเขียว) รอนานมาก รอเกิน 45 นาที รถไม่พอ คนยืนเบียดกันจนล้นป้าย {loc},การเดินทางและระบบขนส่ง,0,0,0,0,0,0,1,0
มีบุคคลภายนอกน่าสงสัยเดินวนเวียน อาคารเรียนรวม CE ท่าทางไม่น่าไว้วางใจ อยากให้ รปภ. ช่วยตรวจสอบ,ความปลอดภัยและจราจร,0,0,0,0,1,0,0,0
ไฟส่องสว่างทางเดิน ประตู 2 หน้ามอ ดับมืดสนิท ทางเปลี่ยวมาก เสี่ยงต่อการเกิดอาชญากรรมและชิงทรัพย์,ความปลอดภัยและจราจร,0,0,0,0,1,0,0,0
รถชัตเติลบัส มพ. ขับเร็วเฉี่ยวชนสุนัขจรจัดเสียชีวิตบริเวณ อาคารเทคโนโลยีสารสนเทศ เศษซากสัตว์และคราบเลือดขวางถนน อันตรายและส่งกลิ่นเหม็นมาก,"ภูมิทัศน์และความสะอาด, ความปลอดภัยและจราจร, การเดินทางและระบบขนส่ง",0,0,0,1,1,0,1,0
ถังขยะบริเวณ ตึก ICT ขยะล้นถัง ส่งกลิ่นเหม็นเน่าเกลื่อนพื้น ไม่มีเจ้าหน้าที่มาเก็บ,ภูมิทัศน์และความสะอาด,0,0,0,1,0,0,0,0
รถเมล์ มพ. สาย 2 (สีเขียว) รอนานมาก รอเกิน 45 นาที รถไม่พอ คนยืนเบียดกันจนล้นป้าย {loc},การเดินทางและระบบขนส่ง,0,0,0,0,0,0,1,0
รถชัตเติลบัส มพ. ขับเบียดรถมอเตอร์ไซค์ของนิสิตล้มตรงทางโค้ง คณะเภสัชศาสตร์ ทำให้การจราจรติดขัดยาวและนิสิตได้รับบาดเจ็บ,"ความปลอดภัยและจราจร, การเดินทางและระบบขนส่ง",0,0,0,0,1,0,1,0
ร้านอาหารที่ อาคารเทคโนโลยีสารสนเทศ ใช้น้ำมันทอดซ้ำจนดำ และมีเศษแก้วแตกตกอยู่ในถาดอาหาร นิสิตกินแล้วบาดปากและมีอาการท้องเสีย,"ความปลอดภัยและจราจร, สุขอนามัยและความปลอดภัยทางอาหาร",0,0,0,0,1,0,0,1
